ФИО	Страна	Возраст	Рост, см	Вес	Пол	Дата рождения	Место рождения	Золото	Серебро	Бронза	Всего	Вид спорта	Состязание
Maung Kyu	Myanmar	41	165	60	М	08 11 1970	MYAUNGMYA (MYA)	0	0	0	0	Shooting	Men's 10m Air Pistol
Kaeo Pongprayoon	Thailand	32	160		М	3 28 1980	KAMPHAENG PHET (THA)	0	0	0	0	Boxing	Men's Light Fly (49kg)
Kaingaue David	Kiribati	17	167	67	Ж	3 20 1995	Tarawa (KIR)	0	0	0	0	Athletics	Women's 100m
Kamil Krynski	Poland	25	187	88	М	05 12 1987	Bialystok (POL)	0	0	0	0	Athletics	Men's 200m, Men's 4 x 100m Relay
Kara Patterson	United States of America	26	183	84	Ж	04 10 1986	Seattle (USA)	0	0	0	0	Athletics	Women's Javelin Throw
Karam Mohamed Gaber Ebrahim	Egypt	32	182	84	М	09 01 1979	Alexandria (EGY)	0	0	0	0	Wrestling	Men's 84kg Greco-Roman
Karen Hanlen	New Zealand	32	177	63	Ж	3 28 1980	WHAKATANE (NZL)	0	0	0	0	Cycling - Mountain Bike	Women's Cross-country
Karen Hultzer	South Africa	46	175	95	Ж	9 16 1965	Cape Town	0	0	0	0	Archery	Women's Individual
Kari Kristjansson	Iceland	31	192	115	М	4 23 1981		0	0	0	0	Handball	Men's Handball
Karla Miguelina Echenique Medina	Dominican Republic	26	180	65	Ж	5 15 1986	Santo Domingo (DOM)	0	0	0	0	Volleyball	Women's Volleyball
Karoline Bjerkeli Grovdal	Norway	22			Ж	6 14 1990	Alesund (NOR)	0	0	0	0	Athletics	Women's 5000m
Katarzyna Grzybowska	Poland	23	170	58	Ж	4 30 1989	Siedlce (POL)	0	0	0	0	Table Tennis	Women's Team
Kate Haywood	Great Britain	25	178	68	Ж	04 01 1987	GRIMSBY (GBR)	0	0	0	0	Swimming	Women's 100m Breaststroke
Kate Hornsey	Australia	30	174	73	Ж	10 19 1981		0	1	0	1	Rowing	Women's Pair
Katerina Emmons	Czech Republic	28	165	54	Ж	11 17 1983	Plzen (CZE)	0	0	0	0	Shooting	Women's 10m Air Rifle, Women's 50m Rifle 3 Positions
Katherine Driscoll	Great Britain	26	168		Ж	3 13 1986	Chatham (GBR)	0	0	0	0	Trampoline	Women's Trampoline
Kathleen Hersey	United States of America	22	180	75	Ж	2 21 1990	Athens (USA)	0	0	0	0	Swimming	Women's 200m Butterfly
Katinka Hosszu	Hungary	23	170	56	Ж	05 03 1989	Pecs (HUN)	0	0	0	0	Swimming	Women's 200m Butterfly, Women's 200m Individual Medley, Women's 400m Individual Medley, Women's 4x200m Freestyle Relay
Katsiaryna Hanchar	Belarus	23	167	64	Ж	8 30 1988	Gomel (BLR)	0	0	0	0	Athletics	Women's 4 x 100m Relay
Kayoko Fukushi	Japan	30	160	45	Ж	3 25 1982	ITAYANAGI (JPN)	0	0	0	0	Athletics	Women's 5000m, Women's 10,000m
Keesha Keane	Palau	16	168	54	Ж	12 17 1995	Koror (PLW)	0	0	0	0	Swimming	Women's 50m Freestyle
Kelley Hurley	United States of America	24	173	67	Ж	04/04/1988 (USA)		0	0	0	0	Fencing	Women's Team Epee
Kelly Parker	Canada	31	156	53	Ж	03 08 1981		0	0	0	0	Football	Women's Football
Kemal Kucukbay	Turkey	29	174	70	М	8 23 1982	Sivas (TUR)	0	0	0	0	Cycling - Road	Men's Road Race
Kemal Mesic	Bosnia and Herzegovina	26	200	120	М	08 04 1985	ROGATICA (BIH)	0	0	0	0	Athletics	Men's Shot Put
Keon Woo Park	Republic of Korea	21	173	65	М	7 18 1991	GYUNGBUK (KOR)	0	0	0	0	Cycling - Track	Men's Team Pursuit
Kerry Hore	Australia	31	183	74	Ж	07 03 1981		0	0	0	0	Rowing	Women's Quadruple Sculls
Kerstin Hartmann	Germany	24	172	69	Ж	6 14 1988		0	0	0	0	Rowing	Women's Pair
Khaled Houcine	Tunisia	22	187	90	М	7 19 1990		0	0	0	0	Canoe Sprint	Men's Canoe Single (C1) 200m
Khetag Gazyumov	Azerbaijan	29	180	96	М	4 24 1983	ALANIYA (RUS)	0	0	0	0	Wrestling	Men's 96kg Freestyle
Khetag Pliev	Canada	28	182	96	М	2 20 1984	ALAGIR (RUS)	0	0	0	0	Wrestling	Men's 96kg Freestyle
Ki Ju Park	Republic of Korea	22	167	67	Ж	2 14 1990	Seoul (KOR)	0	0	0	0	Hockey	Women's Hockey
Kifayat Gasimova	Azerbaijan	29	167	57	Ж	02 01 1983	KALBAJAR (AZE)	0	0	0	0	Judo	Women's -57kg
Kivilcim Kaya	Turkey	20			Ж	3 27 1992	Ankara (TUR)	0	0	0	0	Athletics	Women's Hammer Throw
Kleberson Davide	Brazil	27	173	68	М	7 20 1985	Conchal (BRA)	0	0	0	0	Athletics	Men's 800m
Kohei Hasegawa	Japan	27	164	55	М	11 22 1984	YAIZU (JPN)	0	0	0	0	Wrestling	Men's 55kg Greco-Roman
Konrad Czerniak	Poland	23	195	86	М	07 11 1989	PULAWY (POL)	0	0	0	0	Swimming	Men's 100m Freestyle, Men's 100m Butterfly
Krishna Poonia	India	35			Ж	05 05 1977	AGROHA (IND)	0	0	0	0	Athletics	Women's Discus Throw
Kristi Harrower	Australia	37	162	63	Ж	03 04 1975		0	0	0	0	Basketball	Women's Basketball
Kristina Gavnholt	Czech Republic	23	177	69	Ж	09 12 1988	Trencin	0	0	0	0	Badminton	Women's Singles
Kristine Harutyunyan	Armenia	21	168	62	Ж	5 18 1991	Gyumri (ARM)	0	0	0	0	Athletics	Women's Javelin Throw
Kristy Oatley	Australia	34	170	56	Ж	7 18 1978	Sydney (AUS)	0	0	0	0	Equestrian	Individual Dressage, Team Dressage, CLIVE
Kseniya Dziatsuk	Belarus	26	179	58	Ж	4 23 1986	Gomel (BLR)	0	0	0	0	Athletics	Women's Triple Jump
Ky Hurst	Australia	31	183	87	М	03 11 1981	NAMBOUR (AUS)	0	0	0	0	Swimming	Men's 10km Marathon
Kyle Pontifex	New Zealand	32	186	95	М	02 05 1980		0	0	0	0	Hockey	Men's Hockey
Kyoungdoo Park	Republic of Korea	28	176	76	М	08 03 1984		0	0	0	0	Fencing	Men's Individual Epee
Kyungsuk Park	Republic of Korea	31	185	105	М	4 25 1981		0	0	0	0	Handball	Men's Handball
Alexandra Lacrabere	France	25	177	77	Ж	4 27 1987		0	0	0	0	Handball	Women's Handball
Audrey Lacroix	Canada	28	163	53	Ж	11 17 1983	PONT	0	0	0	0	Swimming	Women's 200m Butterfly
Jessie Lacuna	Philippines	18	170	65	М	12 23 1993	PULILAN  BULACAN (PHI)	0	0	0	0	Swimming	Men's 200m Freestyle
Vegard Stake Laengen	Norway	23			М	02 07 1989	Oslo (NOR)	0	0	0	0	Cycling - Road	Men's Road Race
Azzedine Lagab	Algeria	25	172	67	М	9 18 1986	Alger (ALG)	0	0	0	0	Cycling - Road	Men's Road Race
Bernard Lagat	United States of America	37	173	59	М	12 12 1974	Kapsabet (KEN)	0	0	0	0	Athletics	Men's 5000m
Marouan Laghnej	Tunisia	26	188	92	М	4 22 1986		0	0	0	0	Basketball	Men's Basketball
Evgeny Lagunov	Russian Federation	26	190	85	М	12 14 1985	Arkhangelsk (RUS)	0	0	1	1	Swimming	Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay
Sergey Lagutin	Uzbekistan	31	175	73	М	1 14 1981	FERGANA REGION (UZB)	0	0	0	0	Cycling - Road	Men's Road Race
Aziz Lahbabi	Morocco	21	169	55	М	02 03 1991	Kh√©nifra (MAR)	0	0	0	0	Athletics	Men's 5000m
Michael Lahnsteiner	Austria	28	174	65	М	12 06 1983	GMUNDEN	0	0	0	0	Badminton	Men's Singles
Mouhcine Lahsaini	Morocco	26	184	77	М	8 23 1985	Khouribga (MAR)	0	0	0	0	Cycling - Road	Men's Individual Time Trial, Men's Road Race
Chun Ho Lai	Hong Kong, China	23	171	64	М	02 05 1989	Hong Kong (HKG)	0	0	0	0	Athletics	Men's 4 x 100m Relay
Samyr Laine	Haiti	28			М	7 17 1984	NEWYORK (USA)	0	0	0	0	Athletics	Men's Triple Jump
Bombayla Devi Laishram	India	27			Ж	2 22 1985	IMPHAL EAST	0	0	0	0	Archery	Women's Individual, Women's Team
Devendro Singh Laishram	India	20			М	03 02 1992	IMPHAL WEST (IND)	0	0	0	0	Boxing	Men's Light Fly (49kg)
Sarra Lajnef	Tunisia	22	179	65	Ж	09 05 1989	Tunis (TUN)	0	0	0	0	Swimming	Women's 200m Breaststroke
Btissam Lakhouad	Morocco	31	172	55	Ж	12 07 1980	Khouribga (MAR)	0	0	0	0	Athletics	Women's 1500m
Birendra Lakra	India	22			М	02 03 1990		0	0	0	0	Hockey	Men's Hockey
Raul Lall	Guyana	18		59	М	7 27 1994	Georgetown	0	0	0	0	Judo	Men's -60kg
Etienne Lalonde Turbide	Canada	23	195	59	М	05 12 1989		0	0	0	0	Fencing	Men's Individual Foil
Ivet Lalova	Bulgaria	28	167	55	Ж	5 18 1984	Sofia (BUL)	0	0	0	0	Athletics	Women's 100m, Women's 200m
Hin Chung Lam	Hong Kong, China	25	185	74	М	11 04 1986		0	0	0	0	Fencing	Men's Individual Sabre
Holly Lam-Moores	Great Britain	21	169	59	Ж	09 12 1990		0	0	0	0	Handball	Women's Handball
Eric Lamaze	Canada	44	165	65	М	4 17 1968	Montreal (CAN)	0	0	0	0	Equestrian	Individual Jumping, Team Jumping, DERLY CHIN DE MUZE
Hayat Lambarki	Morocco	24	172	57	Ж	5 18 1988	SALE HSSAINE (MAR)	0	0	0	0	Athletics	Women's 400m Hurdles
Christophe Lambert	Germany	27	184	86	М	06 03 1985	BRAUNSCHWEIG (GER)	0	0	0	0	Judo	Men's -90kg
Regan Lamble	Australia	20	174	55	Ж	10 14 1991	Box Hill (AUS)	0	0	0	0	Athletics	Women's 20km Race Walk
Lankantien Lamboni	Togo	22	188	78	М	5 31 1990	DAPAONG (TOG)	0	0	0	0	Athletics	Men's 400m Hurdles
Richard Lambourne	United States of America	37	191	100	М	05 06 1975	Louisville (USA)	0	0	0	0	Volleyball	Men's Volleyball
Ayad Lamdassem	Spain	30	170	52	М	10 11 1981	SIDI IFNI (MAR)	0	0	0	0	Athletics	Men's 10,000m
Kim Lammers	Netherlands	31	176	69	Ж	4 21 1981	Amsterdam (NED)	0	0	0	0	Hockey	Women's Hockey
Christopher Lamont	Great Britain	29	200	80	М	12 07 1982	Glasgow (GBR)	0	0	0	0	Volleyball	Men's Volleyball
Xing Lan	People's Republic of China	21	169	63	М	12 10 1990	SICHUAN (CHN)	0	0	0	0	Shooting	Men's 50m Rifle 3 Positions
Gladys Landaverde	El Salvador	22	162	61	Ж	2 23 1990	SAN IGNACIO, CHALATENANGO (ESA)	0	0	0	0	Athletics	Women's 1500m
Niklas Landin Jacobsen	Denmark	23	200	98	М	12 19 1988		0	0	0	0	Handball	Men's Handball
Alexandra Landry	Canada	18	170		Ж	02 10 1994	Montreal (CAN)	0	0	0	0	Gymnastics - Rhythmic	Group All-Around
Jessica Landstrom	Sweden	27	180	74	Ж	12 12 1984		0	0	0	0	Football	Women's Football
Livia Lang	Austria	18	162		Ж	06 03 1994	Budapest (HUN)	0	0	0	0	Synchronised Swimming	Women's Duets
Peter Lang	Denmark	23	185	80	М	06 12 1989	VEJLE (DEN)	0	0	0	0	Sailing	Men's 49er
Rasmus Lauge Schmidt	Denmark	21	194	99	М	6 20 1991		0	0	0	0	Handball	Men's Handball
Jack Laugher	Great Britain	17	166	65	М	1 30 1995	HARROGATE (GBR)	0	0	0	0	Diving	Men's 3m Springboard
Jenna Laukkanen	Finland	17	182	80	Ж	03 02 1995	Kuhmo (FIN)	0	0	0	0	Swimming	Women's 100m Breaststroke, Women's 200m Breaststroke
Noora Laukkanen	Finland	19	169	63	Ж	02 03 1993	Helsinki (FIN)	0	0	0	0	Swimming	Women's 400m Individual Medley
Anna Laurell	Sweden	32	184		Ж	02 12 1980	HYBY (SWE)	0	0	0	0	Boxing	Women's Middle (75kg)
Irina Lauric	Romania	19	178	70	Ж	12 29 1992		0	0	0	0	Canoe Sprint	Women's Kayak Double (K2) 500m
Romina Laurito	Italy	25	166		Ж	05 04 1987	GALLARATE (ITA)	0	0	0	0	Gymnastics - Rhythmic	Group All-Around
German Lauro	Argentina	28	186	127	М	04 02 1984	Trenque Lauquen (ARG)	0	0	0	0	Athletics	Men's Shot Put, Men's Discus Throw
Louise Laursen	Denmark	24	170	60	Ж	6 27 1988	TAASTRUP	0	0	0	0	Archery	Women's Individual, Women's Team
Rudi Lausarot	Uruguay	37	170	68	М	04 03 1975	Rio Negro (URU)	0	0	0	0	Shooting	Men's 10m Air Rifle
Marcos Lavado Mora	Venezuela	20	182	60	М	8 22 1991	Barquisimeto (VEN)	0	0	0	0	Swimming	Men's 200m Butterfly, Men's 4x100m Freestyle Relay
Marisa Lavanchy	Switzerland	22	170	58	Ж	01 04 1990	CULLY (SUI)	0	0	0	0	Athletics	Women's 4 x 100m Relay
Karel Lavicky	Czech Republic	26	192	80	М	11 08 1985	Ceske Budejovice (CZE)	0	0	0	0	Sailing	Men's RS-X
Jason Lavigilante	Mauritius	20	168		М	08 12 1991	VACOAS MAURITIUS (MRI)	0	0	0	0	Boxing	Men's Fly (52kg)
Renaud Lavillenie	France	25	176	60	М	9 18 1986	BARBEZIEUX ST HILAIR (FRA)	0	0	0	0	Athletics	Men's Pole Vault
Arseniy Lavrentyev	Portugal	29	193	97	М	02 01 1983	RUSSIA (RUS)	0	0	0	0	Swimming	Men's 10km Marathon
Elena Mirela Lavric	Romania	21	164	49	Ж	2 17 1991	PUNGESTI (ROU)	0	0	0	0	Athletics	Women's 800m
Lukmon Lawal	Nigeria	23			М	11 19 1988	Lagos (NGR)	0	0	0	0	Boxing	Men's Light Heavy (81kg)
Andrew Lawrence	Great Britain	22	188	87	М	06 04 1990		0	0	0	0	Basketball	Men's Basketball
Brijesh Lawrence	Saint Kitts and Nevis	22	180	93	М	12 27 1989	Basseterre (SKN)	0	0	0	0	Athletics	Men's 4 x 100m Relay
Corinna Lawrence	Great Britain	22	168	63	Ж	6 25 1990		0	0	0	0	Fencing	Women's Individual Epee
Maya Lawrence	United States of America	32	170	64	Ж	7 17 1980		0	0	0	0	Fencing	Women's Individual Epee, Women's Team Epee
Micah Lawrence	United States of America	22	183	66	Ж	7 20 1990	Las Cruces (USA)	0	0	0	0	Swimming	Women's 200m Breaststroke
Matson Lawson	Australia	20	185	85	М	05 06 1992	Carlton (AUS)	0	0	0	0	Swimming	Men's 200m Backstroke
Edwige Lawson-Wade	France	33	167	61	Ж	5 14 1979		0	0	0	0	Basketball	Women's Basketball
Jian Fang Lay	Australia	39	163	58	Ж	03 06 1973	WENGZHOU	0	0	0	0	Table Tennis	Women's Singles, Women's Team
Thomas Laybourn	Denmark	34	181	75	М	9 30 1977	Kobenhavn	0	0	0	0	Badminton	Mixed Doubles
Rachel Laybourne	Great Britain	30	179	67	Ж	5 19 1982	Sheffield (GBR)	0	0	0	0	Volleyball	Women's Volleyball
Mylene Lazare	France	24	183	75	Ж	11 20 1987	Lagny Sur Marne (FRA)	0	0	1	1	Swimming	Women's 4x200m Freestyle Relay
Tetyana Lazareva	Ukraine	31	158	56	Ж	07 04 1981	TURKMENISTAN (TKM)	0	0	0	0	Wrestling	Women's 55kg Freestyle
Suzana Lazovic	Montenegro	20	176	72	Ж	1 28 1992		0	0	0	0	Handball	Women's Handball
Yevgeniy Lazuka	Azerbaijan	23	189	81	М	4 19 1989	Minsk (BLR)	0	0	0	0	Swimming	Men's 100m Butterfly
Aboubakr Seddik Lbida	Morocco	32			М	1 26 1980	HAY HASSANI (MAR)	0	0	0	0	Boxing	Men's Bantam (56kg)
Chien-Ying Le	Taipei (Chinese Taipei)	22	165	65	Ж	4 17 1990	TAIPEI COUNTY	0	0	0	0	Archery	Women's Individual, Women's Team
Huynh Chau Le	Vietnam	24	178		М	11 13 1987	HO CHI MINH CITY	0	0	0	0	Taekwondo	Men's -58kg
Thi Hoang Ngoc Le	Vietnam	30	172	65	Ж	07 01 1982	HUNG YEN	0	0	0	0	Shooting	Women's 10m Air Pistol, Women's 25m Pistol
Chad le Clos	South Africa	20	184	76	М	04 12 1992	Durban (RSA)	1	0	0	1	Swimming	Men's 100m Butterfly, Men's 200m Butterfly, Men's 200m Individual Medley, Men's 400m Individual Medley, Men's 4x200m Freestyle Relay, Men's 4x100m Medley Relay
Laetitia le Corguille	France	26	163	63	Ж	7 29 1986	SAINT	0	0	0	0	Cycling - BMX	Women's BMX
Jemal le Grand	Aruba	18	177	70	М	6 30 1994	Oranjestad (ARU)	0	0	0	0	Swimming	Men's 100m Freestyle
Philippe le Jeune	Belgium	52	172	76	М	6 15 1960	UKKEL (BEL)	0	0	0	0	Equestrian	Individual Jumping, Team Jumping, VIGO D'ARSOUILLES
Erwan Le Pechoux	France	30	171	64	М	1 13 1982		0	0	0	0	Fencing	Men's Individual Foil, Men's Team Foil
Amy Le Peilbet	United States of America	30	165	65	Ж	03 12 1982		0	0	0	0	Football	Women's Football
Jacques le Roux	South Africa	23	198	97	М	10 27 1988		0	0	0	0	Hockey	Men's Hockey
Eugenie le Sommer	France	23	161	58	Ж	5 18 1989		0	0	0	0	Football	Women's Football
Bobby Lea	United States of America	28	188	77	М	10 17 1983	Easton (USA)	0	0	0	0	Cycling - Track	Men's Omnium
Savanah Leaf	Great Britain	18	183	73	Ж	11 24 1993	London (GBR)	0	0	0	0	Volleyball	Women's Volleyball
Tim Leathart	Australia	22	180	80	М	9 22 1989	DARLINGHURST (AUS)	0	0	0	0	Athletics	Men's 4 x 100m Relay
Tatyana Lebedeva	Russian Federation	36	170	60	Ж	7 21 1976	Bashkortostan (RUS)	0	0	0	0	Athletics	Women's Triple Jump
Spiridon Lebesis	Greece	25	190	91	М	5 30 1987	Ath√≠na (GRE)	0	0	0	0	Athletics	Men's Javelin Throw
Yannick Lebherz	Germany	23	194	85	М	1 13 1989	DARMSTADT (GER)	0	0	0	0	Swimming	Men's 200m Backstroke, Men's 400m Individual Medley
Serhiy Lebid	Ukraine	37	180	65	М	7 15 1975	Dnipropetrovsk (UKR)	0	0	0	0	Athletics	Men's 5000m
Karina Chenelle Leblanc	Canada	32	177	75	Ж	3 30 1980		0	0	0	0	Football	Women's Football
Pierre Leboucher	France	31	168	63	М	11 09 1980	Nantes (FRA)	0	0	0	0	Sailing	Men's 470
Eva Lechner	Italy	27	168	52	Ж	07 01 1985	Bolzano (ITA)	0	0	0	0	Cycling - Mountain Bike	Women's Cross-country
Stephanie Leclair	Canada	22	172		Ж	1 15 1990	Gatineau (CAN)	0	0	0	0	Synchronised Swimming	Women's Teams
Fanny Lecluyse	Belgium	20	177	63	Ж	03 11 1992	KORTRIJK (BEL)	0	0	0	0	Swimming	Women's 200m Breaststroke
Camille Lecointre	France	27	159	58	Ж	2 25 1985	HARFLEUR (FRA)	0	0	0	0	Sailing	Women's 470
Stella-Iro Ledaki	Greece	24	170	60	Ж	7 18 1988	CHANIA (GRE)	0	0	0	0	Athletics	Women's Pole Vault
Katie Ledecky	United States of America	15	178	65	Ж	3 17 1997	Washington (USA)	0	0	0	0	Swimming	Women's 800m Freestyle
Delphine Ledoux	France	27	169		Ж	5 15 1985	Calais (FRA)	0	0	0	0	Gymnastics - Rhythmic	Individual All-Around
Beki Lee	Australia	25	160	47	Ж	11 25 1986	Penrith (AUS)	0	0	0	0	Athletics	Women's 20km Race Walk
Bumyoung Lee	Republic of Korea	23	199	94	М	04 02 1989		0	0	0	0	Football	Men's Football
Changwoo Lee	Republic of Korea	29	187	87	М	05 12 1983		0	0	0	0	Handball	Men's Handball
Chong Wei Lee	Malaysia	29	170	60	М	10 21 1982	PERAK	0	0	0	0	Badminton	Men's Singles
Daehoon Lee	Republic of Korea	20	181		М	02 05 1992	Seoul (KOR)	0	0	0	0	Taekwondo	Men's -58kg
David Lee	United States of America	30	203	102	М	03 08 1982	Alpine (USA)	0	0	0	0	Volleyball	Men's Volleyball
Duhaeng Lee	Republic of Korea	30	180	64	М	12 25 1981	JEONNAM (KOR)	0	0	0	0	Athletics	Men's Marathon
Eun Bi Lee	Republic of Korea	21	163	56	Ж	10 23 1990		0	0	0	0	Handball	Women's Handball
Eun Ji Lee	Republic of Korea	22	165	63	Ж	12 11 1989	GYUNGGI (KOR)	0	0	0	0	Cycling - Track	Women's Team Sprint
Geraldine Lee	Singapore	25	154	62	Ж	6 19 1987		0	0	0	0	Canoe Sprint	Women's Kayak Single (K1) 200m, Women's Kayak Single (K1) 500m
Ho Ching Lee	Hong Kong, China	19	159	54	Ж	11 24 1992	Hong Kong (HKG)	0	0	0	0	Table Tennis	Women's Team
Hup Wei Lee	Malaysia	25	180	60	М	05 05 1987	Selangor (MAS)	0	0	0	0	Athletics	Men's High Jump
Hyejin Lee	Republic of Korea	20	164	50	Ж	1 23 1992	GYUNGGI (KOR)	0	0	0	0	Cycling - Track	Women's Sprint, Women's Keirin, Women's Team Sprint
Hyun Il Lee	Republic of Korea	32	176	67	М	4 17 1980	Seoul	0	0	0	0	Badminton	Men's Singles
In Jong Lee	Republic of Korea	30	177		Ж	08 02 1982	GYUNGGI (KOR)	0	0	0	0	Taekwondo	Women's +67kg
Jae Woo Lee	Republic of Korea	32	181	88	М	9 28 1979		0	0	0	0	Handball	Men's Handball
Kar Wai Calvin Lee	Hong Kong, China	29	172	68	М	04 03 1983	Hong Kong	0	0	0	0	Archery	Men's Individual
Minhye Lee	Republic of Korea	26	174	70	Ж	10 11 1985	GYUNGGI (KOR)	0	0	0	0	Cycling - Track	Women's Omnium
Myung Ho Lee	Republic of Korea	32	178	85	М	12 10 1979		0	0	0	0	Hockey	Men's Hockey
Nam Yong Lee	Republic of Korea	28	172	70	М	9 28 1983		0	0	0	0	Hockey	Men's Hockey
Rajin Lee	Republic of Korea	22	166	68	Ж	01 10 1990		0	0	0	0	Fencing	Women's Individual Sabre
Seen Lee	Australia	29	160	60	Ж	11 15 1982	Melbourne	0	0	0	0	Weightlifting	Women's 63kg
Seonok Lee	Republic of Korea	31	164	59	Ж	02 02 1981	Seoul (KOR)	0	0	0	0	Hockey	Women's Hockey
Seung Il Lee	Republic of Korea	29	177	74	М	12 21 1982		0	0	0	0	Hockey	Men's Hockey
Seungchul Lee	Republic of Korea	24	174	60	М	7 22 1988	JEONNAM (KOR)	0	0	0	0	Wrestling	Men's 60kg Freestyle
Seyeol Lee	Republic of Korea	21	180	84	М	10 15 1990	JEONNAM (KOR)	0	0	0	0	Wrestling	Men's 84kg Greco-Roman
Sheng Mu Lee	Taipei (Chinese Taipei)	25	179	71	М	10 03 1986	Taichung	0	0	0	0	Badminton	Men's Doubles
Sook-Ja Lee	Republic of Korea	32	175	58	Ж	6 17 1980	Incheon (KOR)	0	0	0	0	Volleyball	Women's Volleyball
Sung Jin Lee	Republic of Korea	27	165	60	Ж	03 07 1985	Chungnam	1	0	0	1	Archery	Women's Individual, Women's Team
Tae Hoon Lee	Republic of Korea	26	180	76	М	5 18 1986	Seoul (KOR)	0	0	0	0	Sailing	Men's RS-X
Wai Sze Lee	Hong Kong, China	25	160	54	Ж	05 12 1987	Hong Kong (HKG)	0	0	0	0	Cycling - Road, Cycling - Track	Women's Road Race, Women's Sprint, Women's Keirin
Yong Dae Lee	Republic of Korea	23	180	74	М	09 11 1988	Seoul	0	0	0	0	Badminton	Men's Doubles, Mixed Doubles
Johannah Leedham	Great Britain	24	178	76	Ж	12 05 1987		0	0	0	0	Basketball	Women's Basketball
Miranda Leek	United States of America	19	163	75	Ж	5 18 1993	Des Moines	0	0	0	0	Archery	Women's Individual, Women's Team
Clement Lefert	France	24	185	68	М	9 26 1987	Nice (FRA)	1	1	0	2	Swimming	Men's 100m Butterfly, Men's 4x100m Freestyle Relay, Men's 4x200m Freestyle Relay, Men's 4x100m Medley Relay
Enzo Lefort	France	20	189	72	М	9 29 1991		0	0	0	0	Fencing	Men's Individual Foil, Men's Team Foil
Christianne Legentil	Mauritius	20	154	52	Ж	5 27 1992	RODRIGUES (MRI)	0	0	0	0	Judo	Women's -52kg
Ugo Legrand	France	23	175	73	М	1 22 1989	MONT	0	0	1	1	Judo	Men's -73kg
Mosito Lehata	Lesotho	23	177	69	М	04 08 1989	HA MOIMA (LES)	0	0	0	0	Athletics	Men's 200m
Lauri Lehtinen	Finland	25	180	74	М	3 25 1987	Helsinki (FIN)	0	0	0	0	Sailing	Men's 49er
Silja Lehtinen	Finland	26	168	63	Ж	11 05 1985	Helsinki (FIN)	0	0	0	0	Sailing	Women's Elliott 6m
Sheng Lei	People's Republic of China	28	192	75	М	03 07 1984		1	0	0	1	Fencing	Men's Individual Foil, Men's Team Foil
Mike Leigh	Canada	27	179	73	М	11 25 1984	NANAIMO (CAN)	0	0	0	0	Sailing	Men's 470
Fran Leighton	Great Britain	30	182	68	Ж	3 30 1982		0	0	0	0	Water Polo	Women's Water Polo
Fabian Leimlehner	Austria	24	172		М	9 17 1987	Liestal (SUI)	0	0	0	0	Gymnastics - Artistic	Men's Qualification
Janis Leitis	Latvia	23	190	75	М	4 13 1989	Riga (LAT)	0	0	0	0	Athletics	Men's 400m
Martin Leiva	Argentina	32	210	112	М	4 23 1980		0	0	0	0	Basketball	Men's Basketball
Mate Lekai	Hungary	24	190	83	М	6 16 1988		0	0	0	0	Handball	Men's Handball
Ana Lelas	Croatia	29	183	72	Ж	04 02 1983		0	0	0	0	Basketball	Women's Basketball
Olga A. Leleyko	Ukraine	35	178	68	Ж	7 21 1977		0	0	0	0	Fencing	Women's Individual Foil
Christophe Lemaitre	France	22	190	74	М	06 11 1990	Annecy (FRA)	0	0	0	0	Athletics	Men's 200m, Men's 4 x 100m Relay
Braexir Lemboumba	Gabon	32	165		М	5 19 1980	LIBREVILLE (GAB)	0	0	0	0	Boxing	Men's Bantam (56kg)
Sandra Lemos	Colombia	23	170	102	Ж	01 01 1989	CALI (COL)	0	0	0	0	Athletics	Women's Shot Put
Ivan Lender	Serbia	22	188	86	М	7 29 1990	Zrenjanin (SRB)	0	0	0	0	Swimming	Men's 100m Butterfly, Men's 4x100m Freestyle Relay
Andrea Lenders	Netherlands	31	163		Ж	12 29 1980	Groningen (NED)	0	0	0	0	Trampoline	Women's Trampoline
Deon Lendore	Trinidad and Tobago	19	179	75	М	10 28 1992	Arima (TRI)	0	0	0	0	Athletics	Men's 400m, Men's 4 x 400m Relay
Luke Lennon-Ford	Great Britain	23	183	75	М	05 05 1989	Sutton Coldfield (GBR)	0	0	0	0	Athletics	Men's 4 x 400m Relay
Viktoriia Lenyshyn	Ukraine	21	174		Ж	5 25 1991	Lviv (UKR)	0	0	0	0	Gymnastics - Rhythmic	Group All-Around
Mike Lenzly	Great Britain	31	189	85	М	05 01 1981		0	0	0	0	Basketball	Men's Basketball
Mun Yee Leong	Malaysia	27	163	54	Ж	12 04 1984	PERAK (MAS)	0	0	0	0	Diving	Women's Synchronised 10m Platform
Carolin Leonhardt	Germany	27	174	65	Ж	11 22 1984		0	0	0	0	Canoe Sprint	Women's Kayak Four (K4) 500m
Varvara Lepchenko	United States of America	26	178	70	Ж	5 21 1986		0	0	0	0	Tennis	Women's Singles
Julia Lepke	Germany	22	180	69	Ж	8 16 1989		0	0	0	0	Rowing	Women's Eight
Penelope Leprevost	France	32	175	55	Ж	08 01 1980	Rouen (FRA)	0	0	0	0	Equestrian	Individual Jumping, Team Jumping, MYLORD CARTHAGO
Florence Lepron	France	27	182	64	Ж	1 16 1985		0	0	0	0	Basketball	Women's Basketball
Viktor Leptikov	Kazakhstan	25	196	80	М	07 02 1987	KYZYL ORDA (KAZ)	0	0	0	0	Athletics	Men's 400m Hurdles
